customer_id,product_id,rating,timestamp
C0366,P043,3,2023-01-04 04:00:00
C0955,P003,3,2023-01-04 05:00:00
C0454,P035,3,2023-01-04 06:00:00
C0427,P017,2,2023-01-04 07:00:00
C0508,P014,3,2023-01-04 08:00:00
C0775,P012,3,2023-01-04 09:00:00
C0942,P018,2,2023-01-04 10:00:00
C0034,P048,2,2023-01-04 11:00:00
C0205,P005,5,2023-01-04 12:00:00
C0080,P047,4,2023-01-04 13:00:00
C0931,P011,1,2023-01-04 14:00:00
C0561,P036,1,2023-01-04 15:00:00
C0871,P016,3,2023-01-04 16:00:00
C0387,P022,5,2023-01-04 17:00:00
C0001,P025,3,2023-01-04 18:00:00
C0389,P028,1,2023-01-04 19:00:00
C0565,P032,2,2023-01-04 20:00:00
C0105,P026,4,2023-01-04 21:00:00
C0771,P024,5,2023-01-04 22:00:00
C0821,P009,2,2023-01-04 23:00:00
C0476,P046,4,2023-01-05 00:00:00
C0702,P022,5,2023-01-05 01:00:00
C0401,P020,5,2023-01-05 02:00:00
C0729,P020,1,2023-01-05 03:00:00
C0555,P042,2,2023-01-05 04:00:00
C0161,P012,5,2023-01-05 05:00:00
C0201,P036,5,2023-01-05 06:00:00
C0957,P032,4,2023-01-05 07:00:00
C0995,P023,1,2023-01-05 08:00:00
C0269,P043,3,2023-01-05 09:00:00
C0862,P010,1,2023-01-05 10:00:00
C0815,P016,3,2023-01-05 11:00:00
C0270,P003,2,2023-01-05 12:00:00
C0455,P046,2,2023-01-05 13:00:00
C0461,P024,5,2023-01-05 14:00:00
C0726,P029,2,2023-01-05 15:00:00
C0251,P008,5,2023-01-05 16:00:00
C0701,P020,1,2023-01-05 17:00:00
C0295,P019,2,2023-01-05 18:00:00
C0724,P018,1,2023-01-05 19:00:00
C0719,P018,1,2023-01-05 20:00:00
C0748,P011,2,2023-01-05 21:00:00
C0337,P036,1,2023-01-05 22:00:00
C0878,P041,2,2023-01-05 23:00:00
C0052,P016,2,2023-01-06 00:00:00
C0791,P036,2,2023-01-06 01:00:00
C0921,P047,3,2023-01-06 02:00:00
C0216,P038,1,2023-01-06 03:00:00
C0763,P027,4,2023-01-06 04:00:00
C0187,P040,2,2023-01-06 05:00:00
C0379,P034,1,2023-01-06 06:00:00
C0492,P046,5,2023-01-06 07:00:00
C0040,P047,2,2023-01-06 08:00:00
C0156,P017,2,2023-01-06 09:00:00
C0014,P013,4,2023-01-06 10:00:00
C0812,P034,3,2023-01-06 11:00:00
C0064,P043,3,2023-01-06 12:00:00
C0856,P040,2,2023-01-06 13:00:00
C0838,P006,1,2023-01-06 14:00:00
C0520,P040,5,2023-01-06 15:00:00
C0343,P012,5,2023-01-06 16:00:00
C0128,P017,1,2023-01-06 17:00:00
C0647,P036,2,2023-01-06 18:00:00
C0471,P012,5,2023-01-06 19:00:00
C0062,P035,3,2023-01-06 20:00:00
C0138,P030,1,2023-01-06 21:00:00
C0498,P001,4,2023-01-06 22:00:00
C0592,P015,2,2023-01-06 23:00:00
C0391,P008,1,2023-01-07 00:00:00
C0674,P008,5,2023-01-07 01:00:00
C0418,P037,2,2023-01-07 02:00:00
C0288,P010,3,2023-01-07 03:00:00
C0378,P021,2,2023-01-07 04:00:00
C0772,P032,2,2023-01-07 05:00:00
C0489,P035,3,2023-01-07 06:00:00
C0230,P044,3,2023-01-07 07:00:00
C0040,P022,2,2023-01-07 08:00:00
C0027,P044,3,2023-01-07 09:00:00
C0134,P044,1,2023-01-07 10:00:00
C0200,P033,3,2023-01-07 11:00:00
C0839,P008,3,2023-01-07 12:00:00
C0779,P023,2,2023-01-07 13:00:00
C0929,P007,1,2023-01-07 14:00:00
C0032,P006,4,2023-01-07 15:00:00
C0047,P035,4,2023-01-07 16:00:00
C0502,P017,5,2023-01-07 17:00:00
C0406,P002,3,2023-01-07 18:00:00
C0573,P027,3,2023-01-07 19:00:00
C0727,P005,1,2023-01-07 20:00:00
C0804,P043,4,2023-01-07 21:00:00
C0098,P043,5,2023-01-07 22:00:00
C0683,P020,1,2023-01-07 23:00:00
C0871,P027,3,2023-01-08 00:00:00
C0725,P039,4,2023-01-08 01:00:00
C0986,P000,5,2023-01-08 02:00:00
C0546,P035,2,2023-01-08 03:00:00
C0960,P020,4,2023-01-08 04:00:00
C0738,P042,5,2023-01-08 05:00:00
C0612,P034,1,2023-01-08 06:00:00
C0942,P012,2,2023-01-08 07:00:00
C0461,P048,5,2023-01-08 08:00:00
C0642,P009,5,2023-01-08 09:00:00
C0768,P043,3,2023-01-08 10:00:00
C0004,P046,4,2023-01-08 11:00:00
C0217,P009,3,2023-01-08 12:00:00
C0502,P045,2,2023-01-08 13:00:00
C0766,P012,5,2023-01-08 14:00:00
C0397,P036,3,2023-01-08 15:00:00
C0870,P037,4,2023-01-08 16:00:00
C0794,P023,2,2023-01-08 17:00:00
C0392,P001,1,2023-01-08 18:00:00
C0206,P021,3,2023-01-08 19:00:00
C0014,P016,2,2023-01-08 20:00:00
C0857,P035,1,2023-01-08 21:00:00
C0553,P013,3,2023-01-08 22:00:00
C0891,P009,2,2023-01-08 23:00:00
C0460,P034,2,2023-01-09 00:00:00
C0690,P024,3,2023-01-09 01:00:00
C0574,P002,2,2023-01-09 02:00:00
C0863,P046,5,2023-01-09 03:00:00
C0742,P037,3,2023-01-09 04:00:00
C0240,P016,2,2023-01-09 05:00:00
C0563,P011,1,2023-01-09 06:00:00
C0095,P023,1,2023-01-09 07:00:00
C0899,P028,5,2023-01-09 08:00:00
C0733,P042,3,2023-01-09 09:00:00
C0484,P024,2,2023-01-09 10:00:00
C0406,P035,2,2023-01-09 11:00:00
C0230,P025,1,2023-01-09 12:00:00
C0748,P037,5,2023-01-09 13:00:00
C0654,P000,1,2023-01-09 14:00:00
C0170,P019,1,2023-01-09 15:00:00
C0540,P027,5,2023-01-09 16:00:00
C0035,P015,3,2023-01-09 17:00:00
C0524,P046,2,2023-01-09 18:00:00
C0159,P016,3,2023-01-09 19:00:00
C0838,P039,4,2023-01-09 20:00:00
C0698,P027,4,2023-01-09 21:00:00
C0242,P011,4,2023-01-09 22:00:00
C0085,P026,5,2023-01-09 23:00:00
C0795,P041,1,2023-01-10 00:00:00
C0577,P046,3,2023-01-10 01:00:00
C0681,P029,2,2023-01-10 02:00:00
C0556,P040,4,2023-01-10 03:00:00
C0573,P033,3,2023-01-10 04:00:00
C0952,P036,4,2023-01-10 05:00:00
C0645,P005,4,2023-01-10 06:00:00
C0795,P006,2,2023-01-10 07:00:00
C0027,P031,5,2023-01-10 08:00:00
C0619,P031,1,2023-01-10 09:00:00
C0555,P024,5,2023-01-10 10:00:00
C0339,P032,3,2023-01-10 11:00:00
C0797,P006,5,2023-01-10 12:00:00
C0957,P011,3,2023-01-10 13:00:00
C0330,P015,3,2023-01-10 14:00:00
C0639,P015,1,2023-01-10 15:00:00
C0505,P042,2,2023-01-10 16:00:00
C0347,P035,1,2023-01-10 17:00:00
C0472,P012,5,2023-01-10 18:00:00
C0230,P006,3,2023-01-10 19:00:00
C0189,P035,4,2023-01-10 20:00:00
C0224,P046,4,2023-01-10 21:00:00
C0384,P008,3,2023-01-10 22:00:00
C0376,P031,1,2023-01-10 23:00:00
C0282,P010,2,2023-01-11 00:00:00
C0957,P007,1,2023-01-11 01:00:00
C0632,P032,3,2023-01-11 02:00:00
C0627,P022,3,2023-01-11 03:00:00
C0972,P024,2,2023-01-11 04:00:00
C0744,P007,5,2023-01-11 05:00:00
C0258,P044,5,2023-01-11 06:00:00
C0358,P021,2,2023-01-11 07:00:00
C0709,P003,5,2023-01-11 08:00:00
C0455,P039,4,2023-01-11 09:00:00
C0410,P002,5,2023-01-11 10:00:00
C0648,P028,5,2023-01-11 11:00:00
C0317,P040,5,2023-01-11 12:00:00
C0676,P028,4,2023-01-11 13:00:00
C0224,P033,5,2023-01-11 14:00:00
C0818,P033,4,2023-01-11 15:00:00
C0233,P027,2,2023-01-11 16:00:00
C0683,P012,1,2023-01-11 17:00:00
C0663,P014,2,2023-01-11 18:00:00
C0974,P022,1,2023-01-11 19:00:00
C0826,P043,2,2023-01-11 20:00:00
C0373,P025,1,2023-01-11 21:00:00
C0671,P003,1,2023-01-11 22:00:00
C0607,P025,3,2023-01-11 23:00:00
C0471,P039,1,2023-01-12 00:00:00
C0232,P008,1,2023-01-12 01:00:00
C0691,P004,3,2023-01-12 02:00:00
C0112,P031,5,2023-01-12 03:00:00
C0829,P019,5,2023-01-12 04:00:00
C0496,P049,3,2023-01-12 05:00:00
C0441,P010,4,2023-01-12 06:00:00
C0563,P014,1,2023-01-12 07:00:00
C0267,P031,1,2023-01-12 08:00:00
C0509,P027,3,2023-01-12 09:00:00
C0806,P021,3,2023-01-12 10:00:00
C0385,P040,4,2023-01-12 11:00:00
C0386,P016,5,2023-01-12 12:00:00
C0112,P025,2,2023-01-12 13:00:00
C0612,P043,5,2023-01-12 14:00:00
C0624,P006,1,2023-01-12 15:00:00
C0951,P041,3,2023-01-12 16:00:00
C0080,P025,4,2023-01-12 17:00:00
C0698,P024,5,2023-01-12 18:00:00
C0112,P009,4,2023-01-12 19:00:00
C0001,P044,5,2023-01-12 20:00:00
C0641,P018,1,2023-01-12 21:00:00
C0219,P010,2,2023-01-12 22:00:00
C0565,P012,4,2023-01-12 23:00:00
C0854,P007,4,2023-01-13 00:00:00
C0996,P039,2,2023-01-13 01:00:00
C0735,P003,4,2023-01-13 02:00:00
C0224,P046,4,2023-01-13 03:00:00
C0384,P030,5,2023-01-13 04:00:00
C0402,P027,5,2023-01-13 05:00:00
C0637,P010,2,2023-01-13 06:00:00
C0129,P042,1,2023-01-13 07:00:00
C0052,P000,4,2023-01-13 08:00:00
C0683,P048,1,2023-01-13 09:00:00
C0729,P046,2,2023-01-13 10:00:00
C0671,P037,2,2023-01-13 11:00:00
C0709,P023,5,2023-01-13 12:00:00
C0415,P046,4,2023-01-13 13:00:00
C0246,P030,3,2023-01-13 14:00:00
C0835,P040,2,2023-01-13 15:00:00
C0438,P045,4,2023-01-13 16:00:00
C0202,P049,1,2023-01-13 17:00:00
C0183,P025,5,2023-01-13 18:00:00
C0122,P048,1,2023-01-13 19:00:00
C0400,P049,2,2023-01-13 20:00:00
C0766,P004,2,2023-01-13 21:00:00
C0293,P019,1,2023-01-13 22:00:00
C0279,P040,2,2023-01-13 23:00:00
C0836,P010,4,2023-01-14 00:00:00
C0883,P032,2,2023-01-14 01:00:00
C0609,P049,5,2023-01-14 02:00:00
C0197,P037,4,2023-01-14 03:00:00
C0981,P026,3,2023-01-14 04:00:00
C0906,P033,2,2023-01-14 05:00:00
C0510,P014,2,2023-01-14 06:00:00
C0751,P031,5,2023-01-14 07:00:00
C0143,P020,5,2023-01-14 08:00:00
C0608,P045,1,2023-01-14 09:00:00
C0200,P004,1,2023-01-14 10:00:00
C0123,P005,1,2023-01-14 11:00:00
C0186,P037,5,2023-01-14 12:00:00
C0325,P021,1,2023-01-14 13:00:00
C0463,P017,1,2023-01-14 14:00:00
C0348,P013,3,2023-01-14 15:00:00
C0770,P009,1,2023-01-14 16:00:00
C0659,P045,2,2023-01-14 17:00:00
C0763,P012,5,2023-01-14 18:00:00
C0954,P030,4,2023-01-14 19:00:00
C0931,P029,3,2023-01-14 20:00:00
C0402,P002,5,2023-01-14 21:00:00
C0345,P029,5,2023-01-14 22:00:00
C0962,P005,2,2023-01-14 23:00:00
C0510,P028,1,2023-01-15 00:00:00
C0146,P007,2,2023-01-15 01:00:00
C0147,P043,1,2023-01-15 02:00:00
C0863,P044,1,2023-01-15 03:00:00
C0710,P042,5,2023-01-15 04:00:00
C0819,P043,1,2023-01-15 05:00:00
C0488,P032,3,2023-01-15 06:00:00
C0928,P016,3,2023-01-15 07:00:00
C0935,P047,3,2023-01-15 08:00:00
C0639,P010,5,2023-01-15 09:00:00
C0550,P012,2,2023-01-15 10:00:00
C0337,P049,4,2023-01-15 11:00:00
C0871,P010,1,2023-01-15 12:00:00
C0640,P030,4,2023-01-15 13:00:00
C0778,P027,2,2023-01-15 14:00:00
C0987,P043,2,2023-01-15 15:00:00
C0952,P005,5,2023-01-15 16:00:00
C0472,P040,3,2023-01-15 17:00:00
C0945,P015,3,2023-01-15 18:00:00
C0150,P003,2,2023-01-15 19:00:00
C0414,P034,5,2023-01-15 20:00:00
C0989,P047,5,2023-01-15 21:00:00
C0297,P025,1,2023-01-15 22:00:00
C0610,P011,3,2023-01-15 23:00:00
C0262,P010,2,2023-01-16 00:00:00
C0763,P036,4,2023-01-16 01:00:00
C0143,P024,3,2023-01-16 02:00:00
C0345,P017,1,2023-01-16 03:00:00
C0623,P018,5,2023-01-16 04:00:00
C0571,P022,2,2023-01-16 05:00:00
C0880,P037,3,2023-01-16 06:00:00
C0001,P017,4,2023-01-16 07:00:00
C0896,P025,1,2023-01-16 08:00:00
C0303,P005,1,2023-01-16 09:00:00
C0253,P003,3,2023-01-16 10:00:00
C0651,P043,4,2023-01-16 11:00:00
C0452,P028,1,2023-01-16 12:00:00
C0036,P033,2,2023-01-16 13:00:00
C0159,P016,1,2023-01-16 14:00:00
C0008,P042,4,2023-01-16 15:00:00
C0232,P042,5,2023-01-16 16:00:00
C0098,P015,5,2023-01-16 17:00:00
C0658,P001,3,2023-01-16 18:00:00
C0815,P033,4,2023-01-16 19:00:00
C0207,P007,1,2023-01-16 20:00:00
C0130,P012,1,2023-01-16 21:00:00
C0403,P041,5,2023-01-16 22:00:00
C0151,P007,5,2023-01-16 23:00:00
C0053,P029,2,2023-01-17 00:00:00
C0119,P031,5,2023-01-17 01:00:00
C0672,P035,2,2023-01-17 02:00:00
C0919,P046,1,2023-01-17 03:00:00
C0627,P029,2,2023-01-17 04:00:00
C0586,P000,2,2023-01-17 05:00:00
C0624,P042,3,2023-01-17 06:00:00
C0967,P038,5,2023-01-17 07:00:00
C0419,P016,2,2023-01-17 08:00:00
C0421,P019,1,2023-01-17 09:00:00
C0103,P023,4,2023-01-17 10:00:00
C0851,P049,2,2023-01-17 11:00:00
C0253,P021,5,2023-01-17 12:00:00
C0226,P028,3,2023-01-17 13:00:00
C0111,P021,1,2023-01-17 14:00:00
C0509,P043,3,2023-01-17 15:00:00
C0472,P008,4,2023-01-17 16:00:00
C0098,P036,2,2023-01-17 17:00:00
C0152,P009,2,2023-01-17 18:00:00
C0860,P035,5,2023-01-17 19:00:00
C0913,P036,2,2023-01-17 20:00:00
C0895,P027,1,2023-01-17 21:00:00
C0877,P027,4,2023-01-17 22:00:00
C0337,P041,3,2023-01-17 23:00:00
C0705,P042,4,2023-01-18 00:00:00
C0821,P020,2,2023-01-18 01:00:00
C0162,P023,3,2023-01-18 02:00:00
C0719,P041,5,2023-01-18 03:00:00
C0956,P039,4,2023-01-18 04:00:00
C0680,P001,3,2023-01-18 05:00:00
C0995,P007,3,2023-01-18 06:00:00
C0160,P047,3,2023-01-18 07:00:00
C0579,P026,1,2023-01-18 08:00:00
C0800,P021,4,2023-01-18 09:00:00
C0397,P036,3,2023-01-18 10:00:00
C0276,P026,4,2023-01-18 11:00:00
C0815,P028,3,2023-01-18 12:00:00
C0915,P002,5,2023-01-18 13:00:00
C0503,P043,5,2023-01-18 14:00:00
C0895,P012,5,2023-01-18 15:00:00
C0391,P044,2,2023-01-18 16:00:00
C0134,P009,3,2023-01-18 17:00:00
C0194,P035,2,2023-01-18 18:00:00
C0400,P008,4,2023-01-18 19:00:00
C0639,P026,2,2023-01-18 20:00:00
C0032,P033,4,2023-01-18 21:00:00
C0687,P000,4,2023-01-18 22:00:00
C0459,P031,4,2023-01-18 23:00:00
C0954,P024,2,2023-01-19 00:00:00
C0882,P028,3,2023-01-19 01:00:00
C0469,P006,2,2023-01-19 02:00:00
C0374,P048,3,2023-01-19 03:00:00
C0021,P002,3,2023-01-19 04:00:00
C0749,P019,4,2023-01-19 05:00:00
C0669,P019,2,2023-01-19 06:00:00
C0037,P029,3,2023-01-19 07:00:00
C0229,P034,5,2023-01-19 08:00:00
C0364,P034,3,2023-01-19 09:00:00
C0562,P048,5,2023-01-19 10:00:00
C0437,P038,2,2023-01-19 11:00:00
C0775,P026,2,2023-01-19 12:00:00
C0282,P025,2,2023-01-19 13:00:00
C0026,P013,3,2023-01-19 14:00:00
C0225,P016,1,2023-01-19 15:00:00
C0276,P017,3,2023-01-19 16:00:00
C0797,P044,3,2023-01-19 17:00:00
C0608,P028,4,2023-01-19 18:00:00
C0283,P019,4,2023-01-19 19:00:00
C0878,P026,3,2023-01-19 20:00:00
C0959,P017,5,2023-01-19 21:00:00
C0480,P003,4,2023-01-19 22:00:00
C0452,P000,3,2023-01-19 23:00:00
C0828,P049,1,2023-01-20 00:00:00
C0815,P000,5,2023-01-20 01:00:00
C0658,P025,2,2023-01-20 02:00:00
C0515,P044,3,2023-01-20 03:00:00
C0546,P019,3,2023-01-20 04:00:00
C0191,P022,5,2023-01-20 05:00:00
C0048,P009,4,2023-01-20 06:00:00
C0511,P010,4,2023-01-20 07:00:00
C0016,P040,4,2023-01-20 08:00:00
C0171,P040,2,2023-01-20 09:00:00
C0219,P004,5,2023-01-20 10:00:00
C0157,P000,5,2023-01-20 11:00:00
C0476,P016,4,2023-01-20 12:00:00
C0045,P021,4,2023-01-20 13:00:00
C0372,P033,1,2023-01-20 14:00:00
C0517,P044,1,2023-01-20 15:00:00
C0098,P040,3,2023-01-20 16:00:00
C0891,P028,3,2023-01-20 17:00:00
C0744,P003,5,2023-01-20 18:00:00
C0036,P004,5,2023-01-20 19:00:00
C0279,P010,2,2023-01-20 20:00:00
C0348,P020,2,2023-01-20 21:00:00
C0496,P034,1,2023-01-20 22:00:00
C0301,P011,3,2023-01-20 23:00:00
C0180,P025,1,2023-01-21 00:00:00
C0606,P018,1,2023-01-21 01:00:00
C0098,P044,3,2023-01-21 02:00:00
C0699,P006,2,2023-01-21 03:00:00
C0992,P046,3,2023-01-21 04:00:00
C0115,P006,4,2023-01-21 05:00:00
C0190,P025,4,2023-01-21 06:00:00
C0252,P039,4,2023-01-21 07:00:00
C0980,P004,5,2023-01-21 08:00:00
C0927,P020,2,2023-01-21 09:00:00
C0982,P013,2,2023-01-21 10:00:00
C0160,P003,5,2023-01-21 11:00:00
C0255,P022,1,2023-01-21 12:00:00
C0322,P041,4,2023-01-21 13:00:00
C0127,P019,4,2023-01-21 14:00:00
C0017,P014,1,2023-01-21 15:00:00
C0792,P049,3,2023-01-21 16:00:00
C0734,P044,3,2023-01-21 17:00:00
C0565,P028,2,2023-01-21 18:00:00
C0569,P007,5,2023-01-21 19:00:00
C0322,P040,2,2023-01-21 20:00:00
C0871,P047,3,2023-01-21 21:00:00
C0685,P018,1,2023-01-21 22:00:00
C0791,P047,2,2023-01-21 23:00:00
C0625,P038,4,2023-01-22 00:00:00
C0287,P045,4,2023-01-22 01:00:00
C0942,P027,1,2023-01-22 02:00:00
C0853,P045,3,2023-01-22 03:00:00
C0662,P026,4,2023-01-22 04:00:00
C0961,P003,4,2023-01-22 05:00:00
C0638,P014,5,2023-01-22 06:00:00
C0154,P034,2,2023-01-22 07:00:00
C0489,P036,3,2023-01-22 08:00:00
C0385,P000,2,2023-01-22 09:00:00
C0985,P002,3,2023-01-22 10:00:00
C0784,P046,4,2023-01-22 11:00:00
C0103,P023,5,2023-01-22 12:00:00
C0928,P026,2,2023-01-22 13:00:00
C0392,P039,4,2023-01-22 14:00:00
C0810,P035,3,2023-01-22 15:00:00
C0245,P033,2,2023-01-22 16:00:00
C0175,P028,2,2023-01-22 17:00:00
C0038,P023,4,2023-01-22 18:00:00
C0476,P023,2,2023-01-22 19:00:00
C0681,P041,5,2023-01-22 20:00:00
C0758,P003,5,2023-01-22 21:00:00
C0537,P002,4,2023-01-22 22:00:00
C0866,P033,3,2023-01-22 23:00:00
C0817,P048,4,2023-01-23 00:00:00
C0920,P022,5,2023-01-23 01:00:00
C0407,P022,1,2023-01-23 02:00:00
C0524,P044,1,2023-01-23 03:00:00
C0827,P004,2,2023-01-23 04:00:00
C0505,P030,2,2023-01-23 05:00:00
C0902,P040,1,2023-01-23 06:00:00
C0824,P005,5,2023-01-23 07:00:00
C0035,P036,2,2023-01-23 08:00:00
C0684,P009,4,2023-01-23 09:00:00
C0019,P039,4,2023-01-23 10:00:00
C0320,P006,5,2023-01-23 11:00:00
C0775,P038,2,2023-01-23 12:00:00
C0511,P037,4,2023-01-23 13:00:00
C0399,P020,2,2023-01-23 14:00:00
C0653,P019,2,2023-01-23 15:00:00
C0971,P002,4,2023-01-23 16:00:00
C0882,P021,1,2023-01-23 17:00:00
C0470,P046,4,2023-01-23 18:00:00
C0142,P003,5,2023-01-23 19:00:00
C0091,P027,3,2023-01-23 20:00:00
C0353,P011,4,2023-01-23 21:00:00
C0833,P037,2,2023-01-23 22:00:00
C0799,P035,2,2023-01-23 23:00:00
C0726,P046,4,2023-01-24 00:00:00
C0958,P040,3,2023-01-24 01:00:00
C0853,P004,4,2023-01-24 02:00:00
C0050,P012,3,2023-01-24 03:00:00
C0664,P022,3,2023-01-24 04:00:00
C0697,P049,5,2023-01-24 05:00:00
C0574,P029,2,2023-01-24 06:00:00
C0189,P036,2,2023-01-24 07:00:00
C0124,P024,3,2023-01-24 08:00:00
C0149,P047,2,2023-01-24 09:00:00
C0313,P026,1,2023-01-24 10:00:00
C0569,P013,3,2023-01-24 11:00:00
C0341,P047,2,2023-01-24 12:00:00
C0304,P046,1,2023-01-24 13:00:00
C0691,P035,5,2023-01-24 14:00:00
C0681,P038,2,2023-01-24 15:00:00
C0837,P015,1,2023-01-24 16:00:00
C0782,P021,4,2023-01-24 17:00:00
C0053,P020,4,2023-01-24 18:00:00
C0443,P020,1,2023-01-24 19:00:00
C0612,P007,3,2023-01-24 20:00:00
C0992,P048,3,2023-01-24 21:00:00
C0263,P015,2,2023-01-24 22:00:00
C0052,P030,4,2023-01-24 23:00:00
C0571,P041,3,2023-01-25 00:00:00
C0619,P009,3,2023-01-25 01:00:00
C0004,P031,4,2023-01-25 02:00:00
C0102,P033,5,2023-01-25 03:00:00
C0195,P008,3,2023-01-25 04:00:00
C0773,P016,1,2023-01-25 05:00:00
C0876,P010,2,2023-01-25 06:00:00
C0991,P031,3,2023-01-25 07:00:00
C0883,P009,3,2023-01-25 08:00:00
C0349,P021,5,2023-01-25 09:00:00
C0046,P016,1,2023-01-25 10:00:00
C0866,P003,2,2023-01-25 11:00:00
C0822,P047,3,2023-01-25 12:00:00
C0935,P046,2,2023-01-25 13:00:00
C0819,P024,4,2023-01-25 14:00:00
C0655,P020,3,2023-01-25 15:00:00
C0268,P036,3,2023-01-25 16:00:00
C0369,P037,4,2023-01-25 17:00:00
C0635,P048,5,2023-01-25 18:00:00
C0105,P000,3,2023-01-25 19:00:00
C0669,P024,2,2023-01-25 20:00:00
C0658,P035,1,2023-01-25 21:00:00
C0656,P016,2,2023-01-25 22:00:00
C0119,P040,5,2023-01-25 23:00:00
C0830,P023,1,2023-01-26 00:00:00
C0786,P001,2,2023-01-26 01:00:00
C0603,P039,2,2023-01-26 02:00:00
C0057,P014,4,2023-01-26 03:00:00
C0950,P031,5,2023-01-26 04:00:00
C0345,P038,4,2023-01-26 05:00:00
C0740,P005,1,2023-01-26 06:00:00
C0473,P000,4,2023-01-26 07:00:00
C0116,P046,5,2023-01-26 08:00:00
C0829,P022,3,2023-01-26 09:00:00
C0790,P038,3,2023-01-26 10:00:00
C0126,P016,1,2023-01-26 11:00:00
C0392,P033,3,2023-01-26 12:00:00
C0907,P040,4,2023-01-26 13:00:00
C0640,P028,1,2023-01-26 14:00:00
C0057,P008,5,2023-01-26 15:00:00
C0633,P012,1,2023-01-26 16:00:00
C0512,P005,1,2023-01-26 17:00:00
C0750,P005,2,2023-01-26 18:00:00
C0801,P019,2,2023-01-26 19:00:00
C0095,P002,1,2023-01-26 20:00:00
C0637,P016,3,2023-01-26 21:00:00
C0117,P048,2,2023-01-26 22:00:00
C0559,P011,5,2023-01-26 23:00:00
C0600,P047,4,2023-01-27 00:00:00
C0487,P046,2,2023-01-27 01:00:00
C0236,P044,1,2023-01-27 02:00:00
C0884,P000,3,2023-01-27 03:00:00
C0896,P016,4,2023-01-27 04:00:00
C0271,P002,2,2023-01-27 05:00:00
C0188,P025,3,2023-01-27 06:00:00
C0998,P014,3,2023-01-27 07:00:00
C0703,P035,3,2023-01-27 08:00:00
C0446,P031,1,2023-01-27 09:00:00
